02586125718|025200034788|1.0|
02586125718|025200495887|1.0|
02586125718|02556810110|1.0|
02586125718|025200282297|1.0|
02586125718|smg1|1.0|
02586125718|02510210258|1.0|
02586125718|025201160059|1.0|
02586125718|025200416065|1.0|
02586125718|025200109620|1.0|
02586125718|025200556946|1.0|
02586125718|02557123409|1.0|
02586125718|lctest|0.333333333333|
02586125718|025200617863|0.25|
025201250295|025200850844|0.5|
025201250295|025200603030|0.5|
025201250295|025200684322|0.5|
025201250295|025201134531|0.5|
025201250295|025200817161|0.5|
025201250295|025201294264|0.5|
025201250295|025200976432|0.5|
025201250295|025200670253|0.5|
025201250295|025200894399|0.5|
025201250295|025200659258|0.333333333333|
025201250295|025201351040|0.333333333333|
02586521226|njkd107130848|1.0|
02586521226|025200010365|0.333333333333|
025201345519|025201193624|1.0|
025201345519|025200042764|1.0|
025201345519|025200747429|1.0|
025201345519|025200463020|0.5|
025201345519|025200782826|0.5|
025201345519|025200923920|0.5|
025201345519|025201337630|0.5|
025201345519|025200870596|0.5|
025201345519|025201322736|0.5|
025201345519|025200892745|0.5|
025201345519|025200791089|0.333333333333|
025201345519|025200870991|0.25|
025200490959|025200484304|0.5|
025200490959|025200183045|0.5|
025200490959|025200077156|0.333333333333|
025200490959|025200670590|0.333333333333|
025200490959|025200255287|0.25|
025200275484|025200304076|0.5|
025200275484|025200533874|0.5|
025200275484|025200187623|0.5|
025200275484|025200524408|0.5|
025200275484|025200027739|0.5|
025200275484|025200136551|0.5|
025200275484|025200507399|0.5|
025200275484|02557858900|0.5|
025200275484|02552199858|0.5|
025200275484|025201201039|0.333333333333|
025200275484|njkd107355807|0.333333333333|
025200275484|02557374219|0.333333333333|
025200275484|025200312858|0.333333333333|
025200275484|025200487008|0.333333333333|
025200275484|025200255287|0.25|
025201291840|025200890114|1.0|
025201291840|025200934974|1.0|
025201291840|025200876235|1.0|
025201291840|025200901120|1.0|
025201291840|025201109764|1.0|
025201291840|025201115286|1.0|
025201291840|025201032739|1.0|
025201291840|025200771091|1.0|
025201291840|025201335086|1.0|
025201291840|025200808053|0.5|
025201291840|025201164789|0.5|
025201291840|025200900162|0.5|
025201291840|025201337630|0.5|
025201291840|025201228132|0.5|
025201291840|025200994700|0.333333333333|
025201291840|025201325531|0.333333333333|
025201291840|025200791089|0.333333333333|
025201291840|025201264993|0.333333333333|
025201291840|025200889359|0.333333333333|
025201291840|025200984934|0.25|
025201339306|025201109108|0.666666666667|
025201339306|025200984934|0.4|
025201339306|025200849236|0.333333333333|
025201339306|025200885450|0.333333333333|
025201339306|025200751366|0.333333333333|
025201339306|025200902950|0.333333333333|
025201339306|025200931286|0.333333333333|
025201339306|025200956920|0.333333333333|
025201339306|025200885501|0.333333333333|
025201339306|025200945000|0.333333333333|
025201339306|025200984049|0.333333333333|
025201339306|025201245058|0.333333333333|
025201339306|025201338694|0.333333333333|
025201339306|025201250414|0.333333333333|
025201339306|025200889863|0.333333333333|
025201339306|025201243284|0.333333333333|
025201339306|025200973334|0.333333333333|
025201339306|025200783945|0.25|
025201339306|025201214648|0.25|
025201339306|025200687843|0.25|
025201201039|02557374219|1.0|
025201201039|025200312858|1.0|
025201201039|025200487008|1.0|
025201201039|025200304076|0.5|
025201201039|025200533874|0.5|
025201201039|025200187623|0.5|
025201201039|02586458543|0.5|
025201201039|02558595310|0.5|
025201201039|025200524408|0.5|
025201201039|025200027739|0.5|
025201201039|025200136551|0.5|
025201201039|025200507399|0.5|
025201201039|02557858900|0.5|
025201201039|02552199858|0.5|
025201201039|025200521689|0.5|
025201201039|025200308307|0.5|
025201201039|025200275484|0.333333333333|
025201201039|025200643371|0.333333333333|
025201201039|njkd107355807|0.333333333333|
025201201039|025200604942|0.333333333333|
02557573777|025201084458|0.5|
02557573777|025200689617|0.5|
02557573777|njkd107821284|0.5|
02557573777|025200961204|0.333333333333|
02557573777|025200923920|0.333333333333|
02557573777|025201249105|0.25|
025201076276|025201170343|1.0|
025201076276|025200763164|1.0|
025201076276|025201251894|1.0|
025201076276|025200184078|1.0|
025201076276|025200916145|0.333333333333|
025201076276|b00056011|0.333333333333|
025201076276|025201071859|0.333333333333|
025201026349|025200330006|1.0|
025201026349|025200366465|1.0|
025201026349|025200361459|1.0|
025201026349|025200503520|0.333333333333|
025201026349|025200614283|0.333333333333|
025200645550|025200552718|1.0|
025200849236|025200885450|1.0|
025200849236|025200885501|1.0|
025200849236|025200984049|1.0|
025200849236|025201245058|1.0|
025200849236|025201250414|1.0|
025200849236|025200783945|0.5|
025200849236|025201109108|0.5|
025200849236|025200687843|0.5|
025200849236|025201164789|0.5|
025200849236|025201339306|0.333333333333|
025200849236|025200994700|0.333333333333|
025200849236|025200984934|0.25|
025200849236|025200870991|0.25|
025200849236|025201282028|0.2|
025200849236|025200986771|0.166666666667|
b00379079|025200941439|1.0|
b00379079|025201148629|1.0|
b00379079|025200765635|1.0|
b00379079|025201233381|1.0|
b00379079|025200960993|1.0|
b00379079|025201266924|1.0|
b00379079|025201121173|1.0|
b00379079|025200703155|1.0|
b00379079|025201185429|0.5|
b00379079|025200828999|0.5|
b00379079|025200893470|0.5|
b00379079|025200882772|0.333333333333|
b00379079|025200916145|0.333333333333|
b00379079|025200885435|0.333333333333|
b00379079|b00056011|0.333333333333|
025200385499|025200854154|1.0|
025200385499|025200988490|1.0|
025200385499|025201240769|1.0|
025200385499|025201306589|1.0|
025200385499|ys100|1.0|
025200385499|025201340728|1.0|
025200385499|02586131712|1.0|
025200385499|025201001265|1.0|
025200385499|02585802272|0.25|
025200997521|025200044979|1.0|
025200997521|025201261673|1.0|
025200997521|025200222794|1.0|
025200997521|025200463020|0.5|
025200997521|025200882772|0.333333333333|
025200997521|025200916145|0.333333333333|
025200997521|025200955515|0.333333333333|
025200997521|025200885435|0.333333333333|
025201159989|025200872926|1.0|
025201159989|025200954000|1.0|
025201159989|025201000722|1.0|
025201159989|025200744394|1.0|
025201159989|025200982338|1.0|
025201159989|025200840445|1.0|
025201159989|025201159037|1.0|
025201159989|025201102163|1.0|
025201159989|025201299837|1.0|
025201159989|025200776295|1.0|
025201159989|025200705777|1.0|
025201159989|025201176053|1.0|
025201159989|025201255388|1.0|
025201159989|025201231264|1.0|
025201159989|025201306151|1.0|
025201159989|025200875726|1.0|
025201159989|025201201155|1.0|
025201159989|025201297493|1.0|
025201159989|025200990566|1.0|
025201159989|025200845660|1.0|
025200304076|025200533874|1.0|
025200304076|025200187623|1.0|
025200304076|025200524408|1.0|
025200304076|025200027739|1.0|
025200304076|025200136551|1.0|
025200304076|025200507399|1.0|
025200304076|02557858900|1.0|
025200304076|02552199858|1.0|
025200304076|025201201039|0.5|
025200304076|025200275484|0.5|
025200304076|njkd107355807|0.5|
025200304076|02557374219|0.5|
025200304076|025200312858|0.5|
025200304076|025200487008|0.5|
025200064754|025200720925|0.5|
025200064754|025200415027|0.333333333333|
